7	7	426	9.44	3602.0736927986145
10	9	763	25.52	3603.603913784027
9	9	732	19.06	3605.589953660965
9	9	728	14.93	3602.633079767227
11	10	785	14.25	3601.6540892124176
17	17	1335	32.74	3603.095967769623
18	18	1628	40.85	3605.8833734989166
16	16	1508	28.36	3607.821979522705
23	23	1805	30.16	3605.408779144287
20	20	1884	30.83	3604.1414382457733
